base,mode,module,version,dep_one,dep_one_version,dep_two,dep_two_version
perl:5.34,vary-one,Crypt::Passphrase::Util::Crypt64,0.023,Unicode::Normalize,0.03,,
perl:5.36,vary-one,Crypt::Passphrase::Util::Crypt64,0.023,Unicode::Normalize,0.03,,
perl:5.38,vary-one,Crypt::Passphrase::Util::Crypt64,0.023,Unicode::Normalize,0.03,,
perl:5.40,vary-one,Crypt::Passphrase::Util::Crypt64,0.023,Unicode::Normalize,0.03,,
perl:5.42,vary-one,Crypt::Passphrase::Util::Crypt64,0.023,Unicode::Normalize,0.03,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,PPIx::LineToSub,0.32,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,PPIx::LineToSub,0.32,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,PPIx::LineToSub,0.32,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,PPIx::LineToSub,0.32,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,PPIx::LineToSub,0.32,,
perl:5.34,vary-one,Gitosis::Config,0.06,MooseX::AttributeHelpers,0.01,,
perl:5.36,vary-one,Gitosis::Config,0.06,MooseX::AttributeHelpers,0.01,,
perl:5.38,vary-one,Gitosis::Config,0.06,MooseX::AttributeHelpers,0.01,,
perl:5.40,vary-one,Gitosis::Config,0.06,MooseX::AttributeHelpers,0.01,,
perl:5.42,vary-one,Gitosis::Config,0.06,MooseX::AttributeHelpers,0.01,,
perl:5.34,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.78,,
perl:5.36,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.78,,
perl:5.38,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.78,,
perl:5.40,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.78,,
perl:5.42,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.78,,
perl:5.34,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.06,,
perl:5.36,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.06,,
perl:5.38,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.06,,
perl:5.40,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.06,,
perl:5.42,vary-one,Test::Chimps::Report::Schema,0.07,Jifty::DBI::Collection,0.06,,
perl:5.34,vary-one,AxKit::App::TABOO::XSP::Story::Handlers,0.52,MIME::Types,0.01,,
perl:5.36,vary-one,AxKit::App::TABOO::XSP::Story::Handlers,0.52,MIME::Types,0.01,,
perl:5.38,vary-one,AxKit::App::TABOO::XSP::Story::Handlers,0.52,MIME::Types,0.01,,
perl:5.40,vary-one,AxKit::App::TABOO::XSP::Story::Handlers,0.52,MIME::Types,0.01,,
perl:5.42,vary-one,AxKit::App::TABOO::XSP::Story::Handlers,0.52,MIME::Types,0.01,,
perl:5.34,vary-one,Rose::DBx::CannedQuery::Glycosylated,1.01,MooX::Role::Chatty,1.00,,
perl:5.36,vary-one,Rose::DBx::CannedQuery::Glycosylated,1.01,MooX::Role::Chatty,1.00,,
perl:5.38,vary-one,Rose::DBx::CannedQuery::Glycosylated,1.01,MooX::Role::Chatty,1.00,,
perl:5.40,vary-one,Rose::DBx::CannedQuery::Glycosylated,1.01,MooX::Role::Chatty,1.00,,
